datetime,ADA/USD,ALGO/USD,ANKR/USD,ARDR/USD,ATOM/USD,BAND/USD,BAT/USD,BCH/USD,BNB/USD,BTC/USD,CHZ/USD,COMP/USD,CTSI/USD,DASH/USD,DOT/USD,ELF/USD,ENJ/USD,FTT/USD,GMT/USD,HBAR/USD,ICX/USD,IOTA/USD,LINK/USD,NEXO/USD,NMR/USD,ONT/USD,QTUM/USD,RLC/USD,RVN/USD,STORJ/USD,STX/USD,THETA/USD,TRX/USD,VET/USD,WAVES/USD,XAU/USD,XLM/USD,XRP/USD,ZEC/USD,ZIL/USD,ZRX/USD
2023-06-11,-0.032234392359259276,-0.02820033726900745,-0.0191622264454552,0.016568119554309656,0.003153975677843965,0.01679092791102047,-0.037485919963007416,-0.06222062915904189,-0.020517706109424837,-0.008714184830756548,-0.03206224577704708,-0.029326699041677735,0.02518121412755107,-0.04160461948131736,-0.021706414128621433,-0.025179372750761132,-0.03287279208826706,-0.045590836244486455,-0.019904643187397937,-0.043904283782819034,-0.05496674388482449,-0.021257798776818326,-0.03501910124280337,-0.012699168605801973,-0.028415244146215456,-0.03217837104355787,-0.00175285271059367,0.02201365102653838,-0.04407172025501716,-0.025055141726469367,-0.034437925007972145,-0.034128835553448436,-0.016511432600817975,0.003089876909019431,0.004069182231675128,0.0017739438533650041,-0.00882527383525309,-0.013532270181667569,0.01646684873188406,-0.03634477558025794,-0.04187667439203422
2023-06-12,0.015677717452488783,0.02790684602694705,0.005547516513855455,-0.015555538375766375,0.0410121239500858,0.006949021723974212,-0.0014892053342565274,0.0038838267267491313,-0.012785062139353775,0.0007699000214221731,-0.00035060889559418006,0.08535069133204903,0.018615217952944928,0.010341371843472696,0.009608485151078658,0.007741797996816012,0.018800004703499372,0.008181979749077212,-0.003685785609236501,0.024686543510245844,0.008172611732769744,0.0005519407289249871,0.0037508118419441357,0.0034418284566675866,-0.012097403044857607,0.031033884739122823,0.013461471300993337,0.03608501208827446,-0.010286462353005607,0.007805120234061956,-0.02227340259014639,0.01558060220567532,0.015487752819873898,0.014991736122751176,0.013841019174079084,-0.0017984130850879304,-0.0035871389062457344,0.010090239511949404,0.023497031532765292,0.0030836409132653213,-0.011669276380202497
2023-06-13,0.016283413166417078,0.023891844653058797,0.027691547459005227,0.027766850190276193,0.006529657086606674,0.026518659890714752,0.027053323281219423,0.039039269009230944,0.057207349782141315,-0.001200433520432639,0.03315724941870948,-0.013955803687129089,-0.014183595261245026,0.04761393301030814,0.02886695892304026,0.02068665207381196,0.04038306191020303,0.050057013030512854,0.0064607123854780405,0.055171148011626744,0.027814483256883973,0.0017450419662420336,0.0374984568489576,0.0028943840482242283,0.015469979797833792,0.027512185207153535,0.014679472847711171,0.030989140294846774,0.025382859405629867,0.012596334078365953,-0.017980891678060194,0.0011597553292102825,0.00986498307760383,0.027289935631153527,0.03612138439544535,-0.010805173565304403,-0.0005849025362588169,-0.018636254838941428,0.027663125107470873,0.02497261191655579,0.046192027801654954
2023-06-14,-0.05879073445267605,7.287071063571612e-06,-0.058929067842680524,-0.028987152790239265,-0.022225626886663397,-0.040926176007748595,-0.03418420816457667,-0.03496606425491061,-0.022442765127737834,-0.034647578507267254,-0.039326145330380605,-0.03273656645045966,0.03592933241524303,-0.029132329805321825,-0.020131699066147472,-0.04428840712351284,-0.037916653996442215,-0.06416955615641134,-0.056984498507128264,-0.0364236267809732,-0.060420383194288454,-0.02643418314209707,-0.017892918163019793,-0.025885482770227227,-0.051321940358609694,-0.045468629641261124,-0.059210320376247925,-0.10060776077691855,0.052388748840580604,-0.04551779239931146,-0.06709469219229341,-0.03406265159271743,-0.02061493005436311,-0.05351964810542431,-0.04952825021729664,-0.002079677936500432,-0.04180684199352405,-0.09178326584670846,-0.04848601468103685,-0.04564275010727197,-0.04976250222878137
2023-06-15,-0.0016940981842077777,-0.0015138478544354734,0.022740079136467826,0.015099623805471873,0.018865775313017273,0.13052991511252912,0.02405043102618423,0.021192127978616825,-0.00933664892156615,0.014989727553449194,0.015573238581394654,0.02213394860979854,-0.03655072641401421,0.029889895864769533,-0.04226360335839127,0.0006016726023321164,0.025182283189025413,0.14102212900706304,0.0023184641009451673,-0.055314345168466665,-0.00050568334655783,0.007159718004699946,0.012008180966329562,-0.0018389622911630975,0.012092735305187573,0.022730510434959838,0.02018309541259121,0.061457700469009516,-0.012164002959197371,0.002524626423233864,0.12359515097575369,0.04150696587888987,-0.010916403014839853,-0.025604547862033068,0.034648978236637616,0.006516359354191948,-0.04823851142525078,-0.019596362991156215,0.009937735920120072,0.010070595664043822,0.035612947824829634
2023-06-16,-0.003954918586384897,0.03172145030588352,0.020563454699892323,0.04196522991616042,0.002116391985984281,-0.01700639416584955,0.027122408212960556,0.027470407761406114,0.006826742655712889,0.03135156043742995,-0.008586483935451993,0.013726414515833757,0.018547375738852317,0.023301826805095526,-0.0019186728743855117,0.00926659525099796,0.009918148901796542,-0.05735301183126424,0.01735456206143511,0.0283431690652653,0.05091144027697762,0.02665805413610328,-0.00986809198626492,-0.001843254834476299,0.037694290263249455,0.006052355889880739,-0.005025780197226402,0.010558446494490965,-0.026573852970324902,-0.0016637952570578984,0.032516119796081405,-0.0011650038577861697,-0.03939688057959098,-0.03397346509499084,0.006965310118256605,0.0005136692273841834,0.0014733392733369231,-0.051374343344239556,0.00021616414250149457,0.013336738406589176,-0.007528456577365297
2023-06-17,0.004693070166185927,0.02672940162070002,0.008659912756459921,0.015929652083119836,0.015288948711964227,-0.0015258791349442562,0.014608843271075376,0.005306204578770485,0.02374025259195217,0.005332467927016329,0.03232629598699066,0.031071238850351457,-0.03366250339017837,0.014202967495328638,0.021284818612588755,-0.0007263527819844893,0.011408747995800494,0.013513144409073346,0.005718809890065899,0.02778977242989787,0.030312624763775102,0.010744670991840472,-0.013177702341565565,-0.002242152705192727,0.02994852265871529,0.009285660634447246,0.0039987162634326145,-0.014774306956203496,0.007466097824207267,0.016888019809482797,0.012213760194503811,0.00018854348249035084,0.01759291780893357,0.014021230172606414,0.01327583810694306,6.318115822548391e-05,0.03809262386364864,0.013918890244835325,0.01014890236693457,0.02531190829790972,0.01640333409796574
2023-06-18,-0.014920482607611139,-0.01877304668600112,0.00917038534431011,0.0013323528754653016,-0.02999443098939388,0.013339956772655863,-0.01622822780890812,0.011772098290228867,0.0034407620927103455,-0.0029718107897620475,-0.013087770625550691,-0.016911669980734338,-0.01238089544510343,-0.017884342055253112,0.00865838311125931,-0.0023248465087631377,-0.008055446513443004,-0.010731866838897701,0.0009911994811854586,-0.006739105917338756,-0.03531230948485946,0.0018146495183318997,-0.015174265589543975,-0.002441640841942384,0.015590066441438542,-0.007527390015199739,-0.00707342966569274,-0.0038959363271372904,-0.012263339651700803,-0.004439410960157975,-0.0048908991556303495,-0.0031046118545519103,-0.01650121917076333,-0.0004026178626795468,-0.005761056211758792,0.0006226684327880451,0.004083307036791023,0.021747924439578296,0.02331737434947897,-0.011261037786160562,-0.007499900525135949
2023-06-19,0.009469884424451836,0.017578354892946478,0.010984498157049154,0.01608224913887512,0.006160515230452423,0.014205725030579538,0.010942358071477521,-0.0016836102612535035,0.00011397459767507716,0.019444024498668583,0.032380998932250916,0.02425011269586826,0.02140329494963476,0.027241991847211936,0.0006503893927958301,-0.001846795230435432,0.013438842311226488,0.04317671839338458,0.010175024946719825,-0.0011348653706594364,0.010564672969877266,0.0017823440894357018,-0.004343152236023818,0.004432667056637877,-0.007722569711288976,0.011801285769788582,0.009814222268644358,0.008088319709309642,0.023470257053262642,0.028488941576864133,0.08186444567125122,0.007306643997418124,-0.007840514285628259,0.024208980479585945,0.01815574431364527,-0.003559462072349346,0.00726876294271427,0.008718570499118186,0.019775408284373464,0.010426715807167052,0.013707121076368364
2023-06-20,0.03296097335011268,0.054702174460162845,0.06447513107776122,0.028610022831026923,0.027792919822460675,0.05872910884729932,0.04051220104324067,0.036863151925132745,0.023906862641803604,0.05988471621768266,0.03964344941743565,0.023435328530488814,0.0766709978342656,0.0784513355926466,0.04125145944502941,0.025627425632533486,0.04503488857064711,0.014319633587528677,0.0356611205621673,0.09546596386200706,0.09203032702883612,0.04864153889744937,0.03751556596885906,0.029355452791475767,0.0412232260723962,0.041840187092617595,0.04102524546321854,0.05600359490906755,0.03701455430036689,0.042519276942963403,0.2793358643682954,0.039169755174011674,0.011876645220779277,0.04062034312872025,0.04205551599098098,-0.008501738540744711,0.041299419010921795,-6.328578262859491e-05,0.012929478893358137,0.059086557520380445,0.061799240910122843
2023-06-21,0.07125846853796731,0.05699371869540236,0.09339345229710813,0.06641918173893074,0.04619135798111333,0.07256691514508147,0.07225858855760212,0.25812539988554006,0.010422029483965504,0.06775124084061712,0.06762456334070194,0.05133561114529456,0.05042295792240242,0.04258028890806123,0.04854376460820588,0.05719352256353172,0.07044557712477965,0.07222101421907923,0.06822269277521935,0.03996541698520133,0.10991739351822795,0.05780747237631529,0.07766680951730465,0.0515356580362411,0.15009747472510776,0.06661283549484517,0.07837946982131194,0.07957731557913332,0.07183397859705103,0.06330160534818163,0.10099310378746584,0.08751845719210982,0.04393705021114372,0.07452199297765763,0.06592799435303384,-0.0014609411521836232,0.059418576862675904,0.029864086250244427,0.05395325942288561,0.06140698459066589,0.10744687537351849
2023-06-22,0.001707655717453023,-0.0014989465637273592,-0.02273447347196032,0.18231759814963205,0.0008925207043640037,-0.018117302127861244,0.0026348154660061802,0.021925865496232162,-0.02656260170135167,0.005183669261195295,0.01490826876978819,-0.005381370637566371,-0.06180233077262576,9.007550265023936e-05,-0.007926825296850784,0.0035601675339863477,0.012542822104556189,0.08872359420786423,0.010234553772794568,-0.00976699427520904,-0.0031284772517824796,-0.01216569178271006,0.0027452125498712253,-0.014555203050377543,-0.016719429031140168,-0.006976710421931463,0.006646237191248994,-0.0252175876719896,-0.013687004519554308,0.005938202968829628,-0.044558182691205636,0.011041609610633094,-0.00633220444221808,0.01848585341001807,-0.01852096167646431,-0.0026803836286342928,0.014330595055936207,-0.0031558369715088304,-0.022320937737641416,0.01022890986036002,-0.02727716322129581
2023-06-23,0.044170643171554905,0.10071760024233245,0.07421908247817566,-0.007289270445030267,0.05045818149108407,0.07221121786030403,0.055016385266642744,0.33815124683899467,0.019919125474077103,0.02714708894093265,0.05615304470238994,0.05661747225172543,0.0808490525257227,0.07491716842524007,0.07251670938144245,0.0320125756391199,0.05297421381024128,0.10511782028022552,0.019554923654235074,0.05444659596683613,0.0750295246283237,0.06007136348125784,0.10484062289611866,0.02937859419735167,-0.011284166673842015,0.05200564860313555,0.08060634095030828,0.06339121041783857,0.0674412313939603,0.07112847804175104,-0.005924916090028655,0.07347909071477904,0.0179161391528836,0.13529962004689533,0.06130021341708364,0.0028924532376881614,0.033997427164504115,0.009679020217022619,0.10504061268649517,0.09249770555607233,0.08600655503739488
2023-06-24,-0.022449938301276496,0.002792890702060631,0.1564827597938747,-0.029126153785491823,0.024940201345726616,0.03862607848135618,0.06462284522742291,0.2203482898196675,-0.020667452516187824,0.0028935419832232497,0.029623882425308258,0.019557646990848394,-0.004418259290691242,0.035572793960065935,-0.0014664720695918322,0.029824142515425832,0.04177625053400635,-0.08274073967089937,0.0009667980101266647,-0.008569510630123199,0.06529979258618243,0.03197047816145268,0.031014389334856396,0.0016570146832933508,-0.01213587905494537,0.043740790766839635,0.027978454167587895,0.036638937206710485,0.056236295198021924,0.061756841797758144,-0.029604898276821716,0.008151243201902962,-0.006005244363119812,-0.010498473482134875,0.57969093778074,0.001751343396295868,0.030582991352383425,-0.0035789042512781345,0.06143448573561007,0.06443734824837258,0.06437873295593406
2023-06-25,0.0068562846860869015,0.03427004982214113,-0.04323870949226282,0.0005778755193286515,0.0019193813968190867,0.03842937750840552,-0.0011094863057837375,-0.09933169922571952,0.002082522254568602,-0.010820552622150256,0.014569179458850612,0.22250820705584395,0.004656485073123686,0.002627456488326836,0.03171398025932364,-0.014148601855061277,0.020682677069264552,0.11106184598564785,-0.0004294156376304127,0.0007655470500232044,0.014644941670074338,0.003874561979909984,-0.001096340926680383,-0.013313618917740955,0.013586657633693345,0.005555729400790396,-0.006356632482429047,0.011796691631828437,0.018468833482871844,-0.020449227095640038,-0.04016993021844592,0.022534238033069913,0.020065026153783853,0.011093074345883774,-0.12044423765024934,-0.00018585677333002022,0.0046296075222901825,0.0019548258285803496,0.022799775957588093,-0.02987210571991495,0.01838348145567384
2023-06-26,-0.042116938099855644,-0.04528311457264417,-0.03164466480432287,-0.00559694441798058,-0.028162053883984697,-0.021427115342408404,-0.003248807103657778,0.18002995811634476,-0.015340108619970105,-0.009444969522981767,-0.015010053814747222,-0.07357743884223894,-0.07395949272649077,0.015012562503548649,-0.037147429530101105,-0.022047796639140006,-0.030652664195025887,0.09294930449173909,-0.02576336870503794,-0.049227579718705776,-0.03254407795337838,-0.0035410243376258373,-0.016442465020565792,-0.013904434097698988,-0.02550389375826985,-0.009309529596658244,0.00854203426990566,-0.04037693758336332,-0.047188933345611334,-0.02303098959071726,-0.02113214363934647,-0.04110688120748365,0.010025485158349435,-0.00233879676511456,-0.07701674910766215,0.002686605837117847,0.005846975121845451,-0.02632940720494304,-0.005067934391529967,-0.0035828881918788993,0.03467664035238728
2023-06-27,0.02666898345778794,0.0003106118373262766,-0.01381642862231338,0.0286995570444341,0.034073803759116984,0.011444364426191627,0.014960940136995175,0.027708644685155683,0.017854908389181294,0.01655798552609175,0.009971519860711282,0.2071578488973694,0.04862142459946771,0.011476678119063846,0.030544569002639257,0.007631884943688107,0.01838586968844401,0.046774261780849875,0.02122274545346221,0.02983545030175927,0.023034343161872296,0.03633681616401015,0.03200135280096451,0.021278885134794073,0.040221201755163846,0.11821308640928269,0.039583879279667,0.03328018783835647,0.015738611073819374,0.034413161170284506,-0.021407977732255234,0.03700989328363742,0.004920807643323048,0.05653728089171092,-0.03737701490019174,-0.0075088656582875035,0.12528933578316528,0.019902925821254178,0.012721634399647803,0.018978006860069244,0.03341560733615939
2023-06-28,-0.05272740509216724,-0.047738801872781095,-0.07599969461698326,-0.028624367409876582,-0.015318084047342542,-0.032860115129090525,-0.056267345699845366,-0.04459108406494414,-0.01826932016658805,-0.011964956831519085,-0.04110345790052514,-0.017038051094475395,-0.05587376060599884,-0.04696140172866491,-0.02737270355007267,-0.017707202494417824,-0.04608851600620271,0.3337791605240825,-0.01440365021222013,-0.043417246277151336,-0.05035087443701142,-0.041724066664632395,-0.06013075224939139,-0.018947191515762938,-0.0748084542104163,-0.08347814753424282,-0.07475943015664087,-0.05409403730981289,-0.030249823129458845,0.018190649326940436,-0.02182588818798893,-0.03961239990906097,-0.007595914235061299,-0.03380505283517621,-0.12551770458545208,-0.0019504596029852653,-0.016056644133422622,-0.0286876564112636,-0.02316091920213796,-0.06265185861158235,-0.07692233240959716
2023-06-29,0.03081432997117816,0.023474615467800056,-0.008757130002171053,0.04409194450723554,-0.01767794722449953,0.0002745479965457487,0.01689860012712707,0.12000421389485354,0.019648885541404443,0.010712052714808285,0.02112739990606193,0.23648055395262527,0.006495887695247988,0.02408646687642912,0.03305466371229364,0.0016047780727396288,0.013258338842841933,0.13094831381937677,0.008766395624839909,0.022995090108624584,0.013960411202443597,0.023585227474270512,0.02027862086977921,0.03305053916176388,0.03165986095059363,0.017319576344967738,0.030570011750161503,0.00014880934253418392,0.020143108612033542,-0.028820564558272595,0.01436847235690087,0.0104786823285785,0.0008031393980391897,0.056815276975297854,-0.03760043936697401,-0.0051915176069602985,0.011685107591644671,0.02595177224572459,0.03069836190057868,0.029233129619529397,0.03254829681698874
2023-06-30,0.05453496894010821,0.0438822865550354,0.020431760682718177,0.05846919919696265,0.05379938253227882,0.10658513149257699,0.06163606821226498,0.18912600821818942,0.048417637974985765,0.010369964321293133,0.046839401858754626,0.10291918369557775,0.10651464853769103,0.12259483943693635,0.058246798060976615,0.01925703429457535,0.06493771483882434,-0.15044490996420906,0.05979495401191175,0.06588976936185488,0.06610425774851429,0.04412701347379753,0.0833287784639334,0.015855198831486002,0.07695883378466617,0.08738018537193423,0.18001058678997792,0.05203956484132248,0.11326672817245428,0.09782935777203902,0.04164990100368501,0.08129771534683061,0.022588277147318203,0.0729660543027345,-0.04153390589031468,0.00725378085067374,0.07656345435822105,0.014702434235189223,0.16717443156185066,0.09110650620753685,0.07054812892047976
2023-07-01,0.029882322137420286,0.07038584038602749,0.029915634395002187,0.024805723280387222,0.035985030792270764,0.04223608888626329,0.04936177543306731,-0.062212003971628994,0.03594991380343198,0.012999223856892526,0.06770916851556871,-0.08639536664168421,0.02288841560026866,0.0042304603359702595,0.04166274027725952,-0.0008595351196802263,0.0741307308506511,-0.17035849287003965,-0.0012514216560783687,0.0011160778724071908,0.047367623924355944,0.030866636374405024,0.029767387932110805,0.008113332248296837,0.021732231093998078,0.04316856155185329,0.10873531569009767,0.0312017741839161,0.023128462285219073,0.03176113838037684,0.02477918573440668,0.06519703787842078,0.010457001143748677,0.05300778845777379,-0.06132799394451013,0.0030042653627871136,-0.04354704948203911,0.010784212784311796,0.006086764181336312,0.04706093689649379,0.029970054476353623
2023-07-02,0.008124618924199167,-0.034842994323280106,0.006873746810841283,-0.028763525581028716,0.0057577241467983205,0.0006040115882049186,0.006585106933659036,0.05760166297983185,0.0008619503993882822,-0.001090639049056132,-0.017178385793299222,0.3292669276922454,0.004517507341496232,0.017441797192958915,0.02877073220389348,-5.428719187897807e-05,0.0035617900496659922,0.03282929566252009,0.008891378320154446,-0.0033267556414598616,-0.026820331016056076,-0.012709442529420256,0.017450083458520588,-0.018397337522293358,0.0044379003671933285,-0.029983399343943843,-0.019879307154216326,-0.010076715205742657,-0.002917005696344935,0.08707704810807385,-0.01271547353289263,-0.003888894692305588,-0.01049989886099342,0.0005722574638261846,0.012742002430552395,0.004727362687779754,0.01560230734743023,0.018052313340594095,-0.023763630693777113,0.005032830946706802,-0.01808460047394559
2023-07-03,0.005752236914191789,0.04543551508206308,0.006714249063464767,0.028908224466564113,0.03299614640448256,0.02637202611646051,-0.024228082859032718,-0.05843152983882765,-0.007338899158425444,0.01544473540962267,0.022859533794395474,-0.0651819103086867,0.010106209202024458,-0.03375156391875335,-0.014054528048875184,0.027072577480110868,0.0019791961414227614,-0.14767256870231238,0.003849201780220586,-0.008504790321377027,0.01110787984440434,0.008737170101032317,-0.0004519607860812812,0.0035003700255305725,0.0038388869274480087,-0.02755071441263457,-0.07750172041430972,0.01897580362844131,0.03721001700080629,0.0270771958121771,0.059515048963867376,0.011954890891580406,0.004916375327604704,-0.005830829815309385,-0.05772350046858485,-0.0023460288765671336,-0.0339205117242453,0.02455631209661016,-0.009567182422541537,0.009518979611041204,-0.0011010697308449086
2023-07-04,-0.0032476201184772884,-0.02588735212134973,0.07214739458586823,0.014982815007295107,-0.019088973597427568,-0.017687146908025562,0.019824888448689192,-0.08218534499354116,-0.010505139488118704,-0.012261652843945342,-0.0031783817603599374,-0.033252727368792825,0.008845550236932613,-0.02771284112854891,-0.01204770031678172,-0.011652081728679688,-0.0038644624608479006,-0.0058240105511576795,-0.009311977261402258,-0.024513867730342094,-0.00024916443083023744,0.0021637327767189407,-0.009701033162779264,0.006618581320913314,0.029236417649729837,-0.00930104827893212,0.040313646936467634,0.007313386863506882,-0.0010476244701179104,0.4539479287012525,-0.06189199435383511,-0.0005284957484853582,0.0036918804125739097,-0.021881949108105238,0.009530728299338438,0.003254563923962872,-0.01757044560811163,-0.007988022075474418,0.008166360777382742,0.052741560012458846,0.0011442444129272783
2023-07-05,-0.018156789298404988,-0.022727054599464894,-0.030056055583178795,-0.017464028782755464,-0.01675617709039373,-0.016539419632431482,-0.027764229792241725,-0.04146400083729822,-0.0010484537698490573,-0.003943064133230921,-0.015861578030355337,-0.05259928861189961,-0.006527437735995338,-0.013990259602200367,-0.014269000369669275,-0.019330184313938487,-0.0003006824126503063,0.061451195061595555,-0.009350892113380855,-0.01387920916386547,0.0521442301301292,-0.0012393792722106209,-0.023890084317628686,-0.0028219901801935093,-0.005456645771577669,-0.028433120228360958,-0.026222155531449243,-0.01593882386234441,-0.02945704488793986,-0.2129823007522756,0.0076216987028724925,-0.03069580411703049,0.004292576296954784,-0.018210427698754243,0.022457521866713997,-0.004239754200598418,-0.021976840475784458,-0.013201621776589283,-0.03190602991409246,-0.03837654334924538,0.06108436386636186
2023-07-06,-0.02597683959527232,-0.054282729926174784,-0.0561543625643794,-0.031709932079169334,-0.02860861393692793,-0.04517594850313794,-0.057248028824152676,0.021451084561654114,-0.026304926102027396,-0.023872672941142477,-0.030311188324265895,-0.07834412000467067,-0.058362314720748494,-0.045543074352443556,-0.04023313265674166,-0.01249671728852112,-0.058144247962726776,-0.08006864180807123,-0.03731906288515674,-0.024455922017186698,-0.06853220548115235,-0.028136066731975547,-0.03356498078947425,-0.01757716257342806,-0.042292633954274,-0.0406359718618309,0.0009342802272682776,-0.07729762912820079,-0.03727993415918592,-0.0961048432600142,-0.044009990975720774,-0.03454669417273103,-0.008258711077902683,-0.052080574916803755,0.09973138971116528,-0.002259857361211885,-0.04678800770625817,-0.03951484998010431,-0.04672891731626285,-0.061982126240690466,-0.08602286290658658
2023-07-07,0.010373432427911224,-0.0023234784568096738,0.0032132660647690905,0.006240089534242316,-0.0068462209202086455,-0.009910430203076904,0.001250403574769212,-0.013581618073799116,0.011939771621804842,0.004568728729140638,0.027241054778961982,-0.037135581447394615,-0.018683861173739637,0.013669685579850432,0.0169776355938581,-0.00539943987022287,-0.004562954797164133,-0.03837161236695424,0.0017696904820428717,0.015602178943495294,0.03849167964222054,0.01277410642773413,0.006092056009321139,-0.013046601632783424,0.007278917732698693,0.012960449799463696,0.009268713233878602,0.008516853760971653,0.009649534233779377,-0.036936691627956514,-0.0032257818395053355,0.015403050384590411,0.01689881696503489,0.011166869237304098,-0.02836166101177429,0.003782361348339789,0.005894031755875367,0.013650445851371791,-0.03804669556938517,-0.001895616555073561,0.02027286603249065
2023-07-08,0.029418979301966627,0.007010141093441622,0.006347120458506628,-0.010816784747224958,0.009190223346685969,0.02073323627850613,0.007989527293345944,0.005247089332165486,0.015480058518173578,0.004163409026059066,0.013766823516297254,-0.05342326261643748,0.03441532298867062,0.002837819329243412,0.003978065266884819,0.012046773114749216,0.015362957716255135,0.05568616650839711,-0.0013879455658204825,0.011890975246931935,-0.0070841755399121634,0.0036297740866163414,0.020151237214231323,-0.00042159726328124415,0.005082044605310268,-0.0183442943910255,0.04032268673367741,-0.0048261826514756105,-0.005651838364636343,-0.020675067172521995,0.019266244865629646,0.0060365694931788,0.015588710748520836,0.019927173384647612,0.027297476283382544,0.005733964835238372,0.03359651168455942,0.0035664708890549403,-0.0026099736920137152,0.012293716297270468,-0.026025244430716042
2023-07-09,-0.014400097859209569,0.002736461722214735,0.005377253423745003,0.014405621537164062,0.030283247184728457,-0.006191910469706886,0.003503009410241835,-0.03166193582066046,-0.0015325395145106713,-0.0020723465529914266,-0.002544508178419013,0.11916844759257436,-0.00509457022884317,0.005809221406300736,-0.0043726404960031,0.008431870543556838,-0.00555836753220928,-0.05845733087927779,0.0019557666592907095,0.009688689328312208,0.004755446179966542,0.0036398654210780656,0.0013060753189183217,-0.007985842493500452,0.01869638458365289,0.04701937599273796,-0.025508556300622875,-0.001353645789689193,-0.035319614960096266,-0.0173484672258208,0.00638966582880586,0.008474246720102909,-0.03161400337295715,-0.0052360625197513996,0.005226449537570075,0.0012743062677673445,-0.0017543159073406395,-0.003453686656635971,0.0013843859778992808,-0.004104880214860721,0.002829231719679791
2023-07-10,0.007380714663615194,-0.002721398947424033,0.03847094279989258,0.0056082336988171255,-0.025747080904779705,0.022582844215431518,0.004470224005642407,0.022113276364203408,0.04839474177963485,0.004203773491469056,0.002034041731339223,-0.01896997368348631,0.15959453425785422,0.0007283194750498595,0.010594340292872937,0.010154502691895443,-0.00871486025612698,-0.07326727983652759,0.004850459534299468,0.00531717150163895,0.00040446557889972905,-0.016492433804585045,-0.003822224279900952,0.0042861321450246076,-0.02311482719746411,0.000954415452255949,0.004053182440037977,0.0028803576070156843,0.0032261504151435954,0.010929669885793303,-0.010358271547139987,0.01588695501253334,-0.008408519322734263,-0.00039146947612167006,0.14159796286216944,-0.0003389561229269608,0.0008466721014578635,0.021660305721186435,0.0071804767727907505,-0.006001691062068439,0.0028795479927414816
2023-07-11,0.028152244357163514,-0.0011468318667940507,0.03148250505390237,0.06251992257019055,0.003219368259563241,0.0023869001441302884,0.036645753073435886,-0.01907228062022343,0.018513203936545913,0.011343071654361405,0.02586238305223624,0.12496168820792126,-0.09416829198524826,0.010995301180938725,0.022466722438834807,0.018730876530015268,0.04288804491899949,0.17655102807779666,0.0052872074596479,0.0266831396650503,0.03552157676099635,0.020374224544283233,0.0107935016496417,0.005517940930959758,0.013781379723600409,0.08696304098310119,0.0031605986077249248,0.014131712700434722,0.020720229253788632,-0.04172719043331626,0.04167715565930903,0.03759652510623032,-0.00010711058627236323,0.01550076405712176,0.002436870573627576,0.005098394983592037,-0.008889978173854379,0.00099185034196709,0.008818851490792928,0.04457051263140173,0.044365911385313594
2023-07-12,-0.002779067922627434,-0.016575779023214346,0.015253429993782925,-0.0145618682263592,-0.009177424388871248,0.005411714290834108,0.019608814587640633,0.03884189024575932,-0.009913883873462287,6.861538204161379e-05,0.0018826054939463637,0.0576958454407361,0.04133807083164231,0.005545920425756431,-0.007131404872333619,0.0033414397015393074,0.0020094322036739096,-0.011745414679404143,0.003350707225697946,0.010342495403568287,0.030324732308037762,0.004927791323605535,0.017706682119319618,0.02214644448816333,0.010428021512102335,-0.037758679560594345,-0.017952595087411545,0.003854989088419503,0.008048835720365174,-0.014091792789892905,0.042425826414243126,0.019156526579944717,0.0026580052265090873,0.020354326195655782,0.0019994679300439112,0.017193719675925687,-0.01954374358804449,-0.0077288511775379905,0.022566598620394573,0.006353203379631902,0.001632195159220159
2023-07-13,0.24803738601969325,0.15906294818583483,0.07517646649751167,0.04425257176998119,0.09380365536349043,0.08802977554052414,0.0878736789275515,-0.013038300937669755,0.05541336161865376,0.04034179884731791,0.10636961022562338,-0.023405135338548197,0.0882458530197589,0.0815800281987658,0.08545800418432993,0.03654898578595019,0.09104643977772038,0.05021271370434065,0.07145598932976364,0.09728978241469266,-0.011338547711898836,0.08112707615218222,0.1473133393591662,0.017915030626124248,0.07732427566569447,0.044507652461335416,0.06609404929005151,0.07437568412968457,0.07922651380000384,0.03645564754969932,0.03624119731730812,0.10304375407559176,0.04225687702138407,0.07859201627690629,0.0015045584738456793,0.004534741460912805,0.6319564742291871,0.7242822888864231,0.140794842541271,0.07134468503807535,0.07688855796029738
2023-07-14,-0.05048472672009474,-0.03716691637559678,0.02609008170854367,0.004179166598094076,-0.0004487807050108823,0.03548706714673898,0.019763475932385165,0.09575322426341382,-0.008268018378259176,-0.01099639867890993,0.01134689944903751,-0.038584998428614625,0.0005039122151477352,-0.008414722028594314,-0.032668184111638854,0.011845608543593483,0.011110866561409659,0.08241894028079853,-0.0024682817452312197,-0.0007855053419628041,0.06457858351875896,-0.010590056221967757,-0.003152192345213599,-0.01789115111464244,0.043589841209043474,0.03447665799232391,-0.0023636941242728346,-0.03831829799822291,0.00459847586652902,-0.09272229012478976,-0.00796486392477417,-0.013817525637078642,-0.007629630729682518,-0.03144992364449073,-0.10342178475807934,0.007136205269827247,-0.12020956734766285,-0.14062525744795865,0.03556862898164681,0.02707147862459878,0.02411790470872721
